Date,Category,Payment_Mode,Description,Amount_Paid,Cashback
04-03-2024,Travel,Debit Card,Level son pick ok.,1182.76,0
04-03-2024,Bills,Net Banking,Particular allow term though rise.,696.47,0
04-03-2024,Bills,Cash,Culture white safe put work.,1606.01,0
04-03-2024,Subscriptions,Net Banking,Probably respond world.,924.97,46.25
04-03-2024,Groceries,Net Banking,Voice learn may operation size.,638.79,31.94
04-03-2024,Bills,Debit Card,Speak old we southern debate.,1596.65,0
04-03-2024,Bills,Credit Card,Indeed participant lot.,1871.34,0
04-03-2024,Transport,Cash,Big world likely all.,696.41,0
04-03-2024,Transport,Debit Card,Home home that ok.,1779.98,0
05-03-2024,Dining,Debit Card,Officer need piece turn example.,962.23,0
05-03-2024,Transport,Credit Card,Better color.,1635.57,0
05-03-2024,Dining,Debit Card,Middle go cut medical require.,1016.84,0
05-03-2024,Subscriptions,Credit Card,Office quality bad consumer reflect.,1289.25,0
05-03-2024,Groceries,Cash,Inside spend phone teach.,1942.49,0
05-03-2024,Groceries,Debit Card,Discuss baby home image.,813.51,0
06-03-2024,Rent,Cash,Career treatment west number.,1713.62,85.68
06-03-2024,Transport,Cash,Top anyone Mrs management.,1335.52,0
06-03-2024,Entertainment,Credit Card,Into official billion.,1087.75,0
06-03-2024,Bills,Cash,Beat everyone year power.,1236.61,61.83
06-03-2024,Dining,UPI,Administration base skin score.,1306.26,0
06-03-2024,Shopping,Credit Card,Everybody service chair house.,1996.29,0
06-03-2024,Groceries,Cash,Resource environmental.,1526.34,0
06-03-2024,Bills,Net Banking,Trial hundred sit water capital.,1133.57,0
06-03-2024,Healthcare,Debit Card,Court reveal.,1497.13,0
06-03-2024,Rent,Credit Card,Rather individual necessary teach.,903.25,0
07-03-2024,Healthcare,Credit Card,Despite out us work.,652.4,0
07-03-2024,Entertainment,Net Banking,Writer coach anyone person major.,593.4,29.67
07-03-2024,Entertainment,Cash,Structure speech.,1220.43,61.02
07-03-2024,Subscriptions,UPI,Yes first style nature.,1048.21,0
07-03-2024,Subscriptions,UPI,Single law tax employee.,1420.04,71
07-03-2024,Bills,Cash,Many crime agent treat.,1827.85,91.39
07-03-2024,Groceries,Net Banking,Black parent we.,1661.45,0
07-03-2024,Subscriptions,UPI,Education baby above voice join.,989.75,49.49
07-03-2024,Subscriptions,Debit Card,Religious thus do section.,825.02,0
07-03-2024,Rent,Credit Card,Front yourself occur economic.,505.71,0
07-03-2024,Entertainment,Credit Card,Enjoy if approach discover.,1542.1,0
08-03-2024,Bills,Net Banking,Color most loss.,1703.6,0
08-03-2024,Travel,UPI,Machine old member really.,1636.28,0
08-03-2024,Subscriptions,Credit Card,Second actually let with year.,882.13,0
08-03-2024,Subscriptions,Net Banking,Out alone of site.,1022.4,0
08-03-2024,Bills,UPI,Environmental discover.,1614.53,0
08-03-2024,Shopping,Net Banking,Image civil ask method writer.,883.49,0
08-03-2024,Dining,Net Banking,While key fine.,505.87,25.29
09-03-2024,Dining,Cash,Cultural discuss.,1402.44,0
09-03-2024,Transport,Cash,Environment exactly skin economy rock.,1013.92,50.7
09-03-2024,Bills,Net Banking,Reach build.,1824.65,0
09-03-2024,Healthcare,Cash,Benefit risk data.,1205.95,0
09-03-2024,Entertainment,Credit Card,Check suffer wind at.,1541.51,0
09-03-2024,Rent,Cash,Test member.,1080.84,0
09-03-2024,Travel,Debit Card,Anything necessary affect.,703.86,0
09-03-2024,Dining,Net Banking,Player wonder new whether.,1164.03,0
10-03-2024,Transport,UPI,Computer kitchen meet have.,1280.9,0
10-03-2024,Rent,Net Banking,Since red.,675.84,0
10-03-2024,Shopping,Net Banking,Late reveal.,1466.16,0
10-03-2024,Healthcare,Cash,Miss authority song reality man.,677.72,0
10-03-2024,Subscriptions,UPI,They probably national.,1702.08,85.1
10-03-2024,Rent,Credit Card,Religious figure.,1424.35,0
10-03-2024,Subscriptions,Net Banking,Organization available figure.,1031.56,0
10-03-2024,Transport,Credit Card,New career nation evidence production.,1756.58,0
11-03-2024,Bills,Debit Card,Team prove dog under doctor.,527.54,0
11-03-2024,Travel,Net Banking,Produce history everything.,996.4,0
11-03-2024,Shopping,Net Banking,Answer computer possible cover.,1540.65,0
11-03-2024,Shopping,Net Banking,Teacher but amount pressure.,1349.92,0
12-03-2024,Groceries,Debit Card,Chance story moment level able.,1077.26,0
12-03-2024,Groceries,Debit Card,Magazine loss study drop.,1587.36,0
12-03-2024,Travel,Net Banking,Structure doctor.,506.3,0
13-03-2024,Travel,UPI,Certain avoid loss capital of.,1434.4,0
13-03-2024,Rent,Cash,Big hospital usually career daughter.,1189.41,59.47
13-03-2024,Dining,Net Banking,Key story.,906.22,0
13-03-2024,Groceries,Debit Card,That prepare.,1925.45,0
13-03-2024,Entertainment,Cash,Treatment image just important bring.,1543.12,0
14-03-2024,Rent,Credit Card,Before pay can.,1786.51,0
14-03-2024,Rent,UPI,Base war.,1658.42,0
14-03-2024,Shopping,Net Banking,Rest and experience argue agent.,849.7,0
15-03-2024,Transport,Debit Card,Author style east national attorney.,521.89,26.09
15-03-2024,Shopping,Debit Card,Mouth no network walk writer.,1916.33,0
15-03-2024,Bills,UPI,Song there.,1136.29,0
16-03-2024,Transport,Debit Card,Certain difficult myself.,1931.55,0
16-03-2024,Dining,Credit Card,While play rather book.,1488.85,0
16-03-2024,Rent,Debit Card,Behind the.,644.2,0
16-03-2024,Bills,Cash,Car chair could.,1894.56,0
16-03-2024,Bills,Credit Card,Dark pattern change.,1813.6,0
16-03-2024,Transport,Cash,Power ask natural everything.,877.51,0
16-03-2024,Shopping,UPI,Bar maintain.,603.49,0
16-03-2024,Entertainment,Debit Card,Candidate sister us.,680.41,34.02
16-03-2024,Rent,Debit Card,Full word voice foot.,826.72,0
17-03-2024,Rent,Net Banking,Ok authority.,916.89,0
17-03-2024,Subscriptions,Cash,Group may check.,556.92,0
17-03-2024,Transport,Net Banking,Majority science again budget.,1214.47,0
17-03-2024,Dining,Debit Card,Particularly for.,891.94,0
17-03-2024,Entertainment,Net Banking,Pull often my officer partner.,1652.96,82.65
17-03-2024,Dining,Credit Card,None might.,786.31,0
17-03-2024,Dining,Debit Card,Every of official believe stand.,807.86,0
17-03-2024,Groceries,Debit Card,Stuff add improve tonight.,815.46,0
17-03-2024,Entertainment,Cash,Usually against line operation.,1423.67,0
18-03-2024,Bills,UPI,Listen maintain from.,665.81,0
18-03-2024,Entertainment,UPI,Doctor matter beautiful.,769.87,0
18-03-2024,Dining,Debit Card,Need film live team.,1311.13,0
18-03-2024,Bills,Debit Card,Focus hard five.,902.53,0
18-03-2024,Dining,Cash,American project develop day responsibility.,951.72,0
18-03-2024,Entertainment,Net Banking,Already TV available owner.,940.37,0
18-03-2024,Dining,Debit Card,Strong agency soon draw itself.,1413.91,0
18-03-2024,Rent,Cash,Decade Mrs notice.,635.41,0
18-03-2024,Shopping,Cash,Tv growth first current story.,602.16,0
18-03-2024,Subscriptions,Cash,Toward throw tend southern year.,607.94,0
18-03-2024,Dining,Cash,Up high significant quickly.,654.81,32.74
19-03-2024,Transport,UPI,Town would it something billion.,917.62,0
19-03-2024,Travel,Credit Card,As serious future language appear.,1518.08,0
19-03-2024,Healthcare,Debit Card,Detail go bag front.,987.12,0
19-03-2024,Bills,Credit Card,But base probably evidence.,687.19,0
19-03-2024,Groceries,Net Banking,Condition page.,1499.48,0
19-03-2024,Bills,Net Banking,Ready thing garden sell.,805.77,0
19-03-2024,Transport,Credit Card,Do our whatever.,1135.97,0
19-03-2024,Shopping,Credit Card,Long difference act.,615.59,0
19-03-2024,Groceries,Cash,Party cut fire.,1755.98,0
19-03-2024,Shopping,Credit Card,Finally same.,1537.61,0
19-03-2024,Bills,UPI,Republican fly themselves continue.,1782.31,0
20-03-2024,Transport,Debit Card,Do form let service report.,529.18,26.46
20-03-2024,Groceries,Credit Card,Same bed something bad.,705.12,0
20-03-2024,Healthcare,Credit Card,Paper south.,1217.74,0
20-03-2024,Rent,Debit Card,Fill suffer material.,1889.32,0
20-03-2024,Rent,Net Banking,Major under.,987.44,0
20-03-2024,Travel,Cash,Hand crime crime.,730.26,0
20-03-2024,Subscriptions,Debit Card,Usually ago area bill.,522.53,0
20-03-2024,Dining,UPI,Make apply never.,594.86,0
20-03-2024,Bills,UPI,Experience various company.,1597.6,0
21-03-2024,Bills,UPI,Teach responsibility whole.,1619.66,0
21-03-2024,Shopping,UPI,Should production evening.,1964.93,0
21-03-2024,Groceries,Credit Card,Family manager those.,1022.94,0
21-03-2024,Subscriptions,UPI,Organization affect wife.,1835.17,0
21-03-2024,Bills,Cash,Stuff drop seem however.,1107.77,0
21-03-2024,Travel,UPI,Various sort.,561.9,0
21-03-2024,Dining,Net Banking,Involve above glass.,864.21,43.21
22-03-2024,Shopping,Cash,Skin debate last structure.,863.28,0
22-03-2024,Transport,Debit Card,Painting detail quite mention work.,1479.19,0
22-03-2024,Bills,Credit Card,With tree.,1150.3,0
22-03-2024,Rent,UPI,Person worker language.,1172.44,58.62
22-03-2024,Rent,Credit Card,Let reality southern.,1682.62,0
22-03-2024,Entertainment,Net Banking,Cause career fear himself.,1194.87,0
22-03-2024,Bills,Net Banking,One their.,1149.11,0
22-03-2024,Dining,Net Banking,Worker say fight.,1434.22,0
22-03-2024,Dining,Debit Card,Everything price country.,751.65,0
22-03-2024,Subscriptions,Debit Card,Worry young enter.,871.55,0
22-03-2024,Entertainment,Net Banking,Design single partner.,1789.16,0
22-03-2024,Transport,UPI,Music task former color.,1762.67,0
23-03-2024,Transport,UPI,Heavy street national letter.,1384.68,0
23-03-2024,Shopping,UPI,Under visit.,1656.95,0
23-03-2024,Dining,Debit Card,Someone bit let involve.,619.49,0
23-03-2024,Rent,UPI,Record debate.,1068.61,0
24-03-2024,Entertainment,Debit Card,Foot task shoulder probably.,1255.53,0
24-03-2024,Transport,Credit Card,Partner with add program.,1132.48,56.62
24-03-2024,Bills,UPI,No feel for.,1143.02,57.15
24-03-2024,Entertainment,UPI,Toward what.,1994.46,99.72
24-03-2024,Healthcare,UPI,Method pattern example.,1961.01,98.05
24-03-2024,Rent,Net Banking,Night he evening sister.,568.58,0
25-03-2024,Subscriptions,Debit Card,Boy class.,1952.41,0
25-03-2024,Travel,Cash,Kid hold several mission them.,1422.52,71.13
25-03-2024,Subscriptions,UPI,Dog politics war just.,776.16,0
25-03-2024,Groceries,UPI,Baby character include.,1770.13,0
26-03-2024,Subscriptions,UPI,Apply central skin.,1852.06,0
26-03-2024,Bills,Debit Card,Dream who decision different.,802.83,0
26-03-2024,Dining,Debit Card,Board speech issue.,1143.61,0
26-03-2024,Travel,Credit Card,Child seek television when.,1264.63,0
26-03-2024,Travel,Credit Card,Decade worry become others.,1459.1,72.95
27-03-2024,Entertainment,Credit Card,Mind worker image fund.,1626.5,0
27-03-2024,Groceries,Net Banking,Seven many long save.,1473.83,0
27-03-2024,Travel,Credit Card,Quality Republican huge Mrs.,987.78,0
27-03-2024,Transport,Credit Card,In sea.,921.04,0
27-03-2024,Groceries,Cash,Season admit little.,1508.63,0
27-03-2024,Entertainment,Credit Card,Player room my.,1436.87,0
27-03-2024,Healthcare,Debit Card,Allow score.,1502.14,0
27-03-2024,Shopping,Debit Card,Agency war rich side.,867.32,43.37
27-03-2024,Groceries,UPI,Interesting old one performance.,1869.47,0
27-03-2024,Shopping,Credit Card,Toward growth pull.,519.49,0
27-03-2024,Travel,UPI,Lawyer eye activity.,1810.96,0
01-04-2024,Healthcare,Credit Card,Common hundred maintain himself hope.,1571.8,0
01-04-2024,Transport,UPI,Heavy hot.,1443.02,0
01-04-2024,Rent,Cash,Media wrong one real authority.,1774.63,0
01-04-2024,Travel,Cash,Some discussion group order.,1877.24,0
02-04-2024,Subscriptions,Credit Card,Style street.,761.77,0
02-04-2024,Travel,Net Banking,Camera population director.,826.19,0
02-04-2024,Entertainment,Debit Card,Yes price rule when.,1092.93,0
02-04-2024,Rent,Net Banking,Sit participant when.,1298.82,0
02-04-2024,Transport,Cash,Prepare technology build reduce.,627.25,31.36
02-04-2024,Groceries,Credit Card,Under through through.,705.34,35.27
03-04-2024,Dining,Net Banking,Boy into me run.,1655.87,0
03-04-2024,Groceries,Debit Card,Cultural already involve above song.,1024.22,0
03-04-2024,Groceries,Debit Card,Hold ready.,1633.23,81.66
03-04-2024,Dining,Cash,Put future exactly.,1896.17,0
03-04-2024,Subscriptions,Credit Card,Suddenly black.,1274.44,0
03-04-2024,Dining,Net Banking,Hit understand prove bed.,1224.36,0
03-04-2024,Travel,Net Banking,Name listen actually north.,1061.99,0
03-04-2024,Subscriptions,Credit Card,Either what.,1940.11,0
03-04-2024,Entertainment,Debit Card,Name us knowledge direction sound.,938.82,0
04-04-2024,Rent,Net Banking,Deal force season nearly.,1934.35,0
04-04-2024,Travel,Credit Card,Only health knowledge Democrat notice.,1014.41,0
04-04-2024,Subscriptions,Cash,Have memory.,1020.11,0
04-04-2024,Shopping,Net Banking,Shake shake near fly.,589.62,0
04-04-2024,Dining,UPI,Beat mind statement game.,1042.01,0
04-04-2024,Shopping,Net Banking,Baby something.,681.09,0
04-04-2024,Travel,Credit Card,World full week home.,1162.04,0
05-04-2024,Bills,Credit Card,Protect you over.,1588.62,0
05-04-2024,Rent,UPI,Laugh group affect.,1748.62,0
05-04-2024,Bills,UPI,Cup oil.,709.14,35.46
05-04-2024,Entertainment,Debit Card,Air fact today.,1134.32,0
05-04-2024,Transport,UPI,Result energy town central world.,746.42,0
05-04-2024,Travel,Credit Card,Buy detail drop.,1765.11,0
05-04-2024,Shopping,Debit Card,Thousand pattern blood will.,771.09,0
06-04-2024,Healthcare,Cash,Anything one.,1955.8,97.79
06-04-2024,Travel,Cash,Idea establish product.,1635.51,0
06-04-2024,Entertainment,UPI,Finally current nothing seven type.,1363.35,68.17
06-04-2024,Healthcare,UPI,Politics my.,964.39,0
06-04-2024,Subscriptions,Net Banking,Many production letter middle.,1366.14,0
06-04-2024,Shopping,Net Banking,Trip shoulder area member.,1704.57,0
06-04-2024,Entertainment,UPI,Table laugh performance attention.,1737.66,0
06-04-2024,Entertainment,UPI,Give parent away.,726.08,36.3
06-04-2024,Rent,UPI,Meeting animal very.,1371.62,0
06-04-2024,Travel,UPI,Current show particularly.,902.71,0
07-04-2024,Groceries,Net Banking,Effect campaign.,1343.16,0
07-04-2024,Dining,Net Banking,Perhaps cut describe he environmental.,1152.94,0
07-04-2024,Bills,Net Banking,Part hard paper edge make.,755.62,0
07-04-2024,Entertainment,Debit Card,Little already tonight camera.,627.02,0
07-04-2024,Shopping,UPI,Knowledge and machine example.,842.07,0
07-04-2024,Healthcare,Net Banking,Answer decision evidence position him.,644.38,0
07-04-2024,Transport,Cash,Character class environmental challenge less.,1411.09,0
07-04-2024,Bills,Net Banking,Make offer.,1940.47,0
07-04-2024,Transport,Cash,Do enter civil model sister.,907.93,0
07-04-2024,Bills,Net Banking,Within exist.,1504.04,0
08-04-2024,Transport,Cash,Knowledge Mr success.,1079.46,0
08-04-2024,Travel,UPI,A evening recent return administration.,1412.14,0
08-04-2024,Rent,Cash,Human then newspaper when people.,1774.72,0
08-04-2024,Groceries,Net Banking,Name well contain season.,967.52,48.38
08-04-2024,Healthcare,Debit Card,Approach bank.,1149.1,0
08-04-2024,Entertainment,UPI,Ball Mrs price walk.,1184.74,0
08-04-2024,Dining,UPI,Fish lot take stay.,1004.77,0
08-04-2024,Subscriptions,Credit Card,Material message.,716.58,0
08-04-2024,Bills,Cash,Keep quite.,942.41,47.12
08-04-2024,Travel,UPI,Most mother series.,944.43,0
08-04-2024,Dining,Cash,Type now lead show method.,1639.64,0
09-04-2024,Entertainment,Credit Card,Land over.,1865.05,0
09-04-2024,Rent,Net Banking,Argue kitchen write rest cup.,763.2,0
09-04-2024,Shopping,Credit Card,Cup seek generation.,1562.9,0
09-04-2024,Travel,Cash,Poor have.,1011.93,0
09-04-2024,Rent,UPI,Light mission official alone traditional.,736.2,36.81
09-04-2024,Subscriptions,Credit Card,Deal despite keep beat.,1990.93,0
10-04-2024,Subscriptions,Cash,Ten free federal sing.,811.77,0
10-04-2024,Shopping,Credit Card,So eat shake medical act.,1594.16,79.71
10-04-2024,Rent,Credit Card,Foreign Congress building throw.,791.99,39.6
10-04-2024,Travel,Debit Card,Half federal today.,880.1,0
10-04-2024,Groceries,UPI,Oil staff outside.,1185.31,59.27
10-04-2024,Travel,Debit Card,Woman seat participant force.,1502.42,0
11-04-2024,Groceries,Net Banking,Option win him.,1594.62,0
11-04-2024,Healthcare,Debit Card,Resource fly middle.,1933.58,0
11-04-2024,Travel,Net Banking,Benefit small wrong west.,664.38,0
11-04-2024,Transport,Debit Card,Character food most conference.,659.47,32.97
12-04-2024,Shopping,Net Banking,Culture everyone.,1800.32,0
12-04-2024,Dining,Credit Card,Issue house add.,1109.81,0
12-04-2024,Groceries,Debit Card,Congress I during have.,820.26,0
12-04-2024,Travel,Credit Card,Sense adult risk explain.,1699.4,84.97
12-04-2024,Rent,UPI,Born side almost.,1383.44,0
12-04-2024,Travel,UPI,Several find.,674.58,0
12-04-2024,Dining,Credit Card,Most range ahead charge still.,1207.93,0
12-04-2024,Travel,Credit Card,Garden wall computer budget age.,648.95,0
13-04-2024,Travel,Credit Card,Shoulder among develop Democrat.,678.04,0
13-04-2024,Groceries,Credit Card,Eight pick forward.,867.86,0
13-04-2024,Subscriptions,Debit Card,Community edge.,1249.95,62.5
13-04-2024,Healthcare,UPI,Establish middle understand.,1503.61,0
13-04-2024,Healthcare,UPI,Economy impact security improve.,1032.34,0
13-04-2024,Bills,Debit Card,Author similar adult.,1655.67,0
13-04-2024,Groceries,Cash,Common old population.,968.09,48.4
13-04-2024,Groceries,Debit Card,Budget herself.,866.19,0
13-04-2024,Subscriptions,Net Banking,Go son forget president task.,1354.35,0
13-04-2024,Travel,Credit Card,Well man live.,1936.75,0
13-04-2024,Healthcare,Debit Card,Travel husband adult maintain.,844.86,42.24
13-04-2024,Dining,UPI,Billion free.,1270.24,0
14-04-2024,Rent,Cash,Full cultural.,521.43,0
14-04-2024,Groceries,Net Banking,Sound official policy us.,1746.14,0
14-04-2024,Dining,Credit Card,Federal walk behind pressure war.,1551.4,0
14-04-2024,Rent,Credit Card,Throughout learn scientist process nature.,849.29,0
14-04-2024,Rent,UPI,Large down.,674.44,0
14-04-2024,Entertainment,Debit Card,Good tell either.,1020.2,51.01
15-04-2024,Bills,Net Banking,Line practice common team study.,1994.65,0
15-04-2024,Groceries,Cash,Budget popular summer inside.,1261.15,0
15-04-2024,Transport,Net Banking,College white.,1017.16,0
15-04-2024,Subscriptions,Debit Card,Democratic yet.,863.56,0
15-04-2024,Groceries,UPI,Music black turn.,1796.47,0
15-04-2024,Entertainment,Credit Card,Far author.,1454.23,0
15-04-2024,Transport,UPI,Allow piece foot recent care.,1423.11,71.16
15-04-2024,Shopping,Net Banking,Young probably civil.,1309.45,0
16-04-2024,Rent,Credit Card,Decision table say that pressure.,1273.7,0
16-04-2024,Subscriptions,Debit Card,Thousand civil across together technology.,1330.61,0
16-04-2024,Healthcare,Debit Card,Present contain next under.,555.69,0
16-04-2024,Subscriptions,Credit Card,High rest sure.,997.06,0
16-04-2024,Bills,UPI,Technology to future.,990.28,0
16-04-2024,Travel,Net Banking,Thousand various song.,845.4,0
17-04-2024,Subscriptions,Debit Card,Also develop ever.,1377.77,0
17-04-2024,Rent,Cash,Society audience type reflect continue.,924.02,0
17-04-2024,Dining,Cash,Series order give.,934.8,0
17-04-2024,Entertainment,Cash,Subject data.,1010.15,0
17-04-2024,Rent,Debit Card,Some manager audience southern scene.,1606.87,0
17-04-2024,Groceries,Net Banking,North couple ok toward.,1797.46,0
17-04-2024,Rent,UPI,Admit beautiful own ball answer.,740.37,0
18-04-2024,Shopping,Credit Card,Moment everybody financial thing sort.,1258.41,0
18-04-2024,Travel,Net Banking,Work reduce player.,1014.54,0
18-04-2024,Subscriptions,UPI,Prevent decide box.,1547.45,0
18-04-2024,Dining,Net Banking,Little cold civil realize.,1674.02,83.7
18-04-2024,Bills,UPI,Participant southern.,636.7,0
18-04-2024,Dining,Net Banking,Look Mr PM describe.,957.39,0
18-04-2024,Transport,Debit Card,Process sign scene.,861.76,0
18-04-2024,Groceries,Net Banking,Society word material police.,1965.3,0
18-04-2024,Entertainment,UPI,Speech fine finish.,1089.19,0
18-04-2024,Shopping,Debit Card,Technology rather prepare example off.,875.13,0
19-04-2024,Subscriptions,Cash,Mouth down industry her road.,505.38,0
19-04-2024,Travel,Net Banking,Charge when pass nation.,636.2,0
19-04-2024,Dining,UPI,Side speak give decide reach.,1733.64,0
19-04-2024,Entertainment,Net Banking,Cut night room.,1757.85,0
19-04-2024,Transport,Cash,While bag.,1645.27,0
19-04-2024,Travel,Net Banking,Pull could culture.,1541.21,0
19-04-2024,Healthcare,Credit Card,Soldier away traditional husband.,531.94,26.6
19-04-2024,Travel,UPI,Which face capital fall.,958.62,0
19-04-2024,Healthcare,Credit Card,Oil individual sound almost kid.,1424.76,71.24
20-04-2024,Healthcare,Credit Card,Check scene never huge.,541.02,0
20-04-2024,Rent,Cash,Person yeah exactly.,1782.67,89.13
20-04-2024,Bills,Debit Card,Carry industry century fight than.,944.59,0
20-04-2024,Travel,Credit Card,This enough ten say.,1722.63,0
20-04-2024,Subscriptions,Cash,Exist next rest ahead western.,637.56,0
20-04-2024,Shopping,Net Banking,May author black.,1052.65,0
20-04-2024,Healthcare,UPI,Build popular spend record science.,1613.14,0
21-04-2024,Transport,UPI,Nearly black here technology north.,1199.96,0
21-04-2024,Dining,Net Banking,Teach international.,1367.01,0
21-04-2024,Rent,Net Banking,Help former down.,1600.59,0
21-04-2024,Shopping,UPI,Although within cultural produce serve.,1324.92,0
21-04-2024,Travel,Debit Card,Call Democrat beautiful upon true.,1718.84,0
21-04-2024,Rent,Net Banking,Style movement.,708.48,0
21-04-2024,Rent,Debit Card,Risk item glass certainly.,986.31,0
22-04-2024,Rent,Cash,Mind social.,570.09,0
22-04-2024,Rent,UPI,Such goal physical scene unit.,1543.97,0
22-04-2024,Dining,Cash,It pay size section.,1673.56,0
22-04-2024,Dining,Net Banking,Peace million remain into.,858.12,42.91
22-04-2024,Subscriptions,Net Banking,Your race fear still.,774.25,0
22-04-2024,Entertainment,Credit Card,Alone national else street.,1926.23,0
22-04-2024,Transport,Debit Card,Drive scientist evidence stay.,702.39,0
23-04-2024,Shopping,Debit Card,Like style better.,720.75,36.04
23-04-2024,Rent,Credit Card,North raise my girl professor.,1373.4,0
23-04-2024,Dining,Debit Card,Stage picture show.,1167.69,58.38
23-04-2024,Travel,Net Banking,Shake agent billion crime source.,983.07,0
24-04-2024,Shopping,Debit Card,Feel these once.,1550.29,0
24-04-2024,Dining,Cash,Line group friend certain.,502.41,0
24-04-2024,Entertainment,Debit Card,Notice turn.,519.92,26
24-04-2024,Travel,Debit Card,Early million student skill.,1425.85,71.29
25-04-2024,Transport,Cash,Try open move.,1278.56,0
25-04-2024,Groceries,UPI,Police consumer many.,1544.15,0
25-04-2024,Entertainment,Cash,Benefit show.,1261.87,0
25-04-2024,Dining,Debit Card,Notice teach city investment.,1540.28,0
25-04-2024,Dining,Debit Card,Spend of bag build community.,1726.72,0
25-04-2024,Transport,UPI,Tend government however.,598.69,0
25-04-2024,Healthcare,Cash,Personal add chance hot.,1084.87,0
25-04-2024,Shopping,Credit Card,Want and meet their natural.,834.3,0
25-04-2024,Subscriptions,Net Banking,Hotel sport reveal page fire.,1575.08,0
25-04-2024,Bills,Net Banking,Fight cultural wait.,1004.68,50.23
26-04-2024,Subscriptions,Debit Card,Culture article thought candidate weight.,893.82,0
26-04-2024,Healthcare,Net Banking,Old cost present from require.,1766.53,0
26-04-2024,Groceries,Credit Card,Project fly have improve hotel.,1472.16,0
26-04-2024,Transport,Debit Card,Guess ten example.,735.93,36.8
26-04-2024,Dining,UPI,Four arm kitchen avoid.,872.71,0
27-04-2024,Groceries,Cash,Interview above population hope necessary.,1322.85,0
27-04-2024,Entertainment,Net Banking,Take house.,1508.57,0
27-04-2024,Travel,UPI,Woman many break trip.,769.56,0
27-04-2024,Rent,Cash,Alone its yet.,1002.23,0
27-04-2024,Subscriptions,Credit Card,Fish bank floor anyone without.,1987.58,0
27-04-2024,Rent,Credit Card,Nation property wish second consumer.,1616.73,0
27-04-2024,Subscriptions,Debit Card,About program word feel.,1688.85,0
27-04-2024,Subscriptions,Credit Card,Hair visit strong stop.,670.83,0
27-04-2024,Entertainment,Debit Card,Apply according risk hotel.,1476.28,0
27-04-2024,Healthcare,UPI,Behind sell east send.,1100.81,0
01-05-2024,Bills,Debit Card,Market avoid attack feeling which.,1050.81,0
01-05-2024,Shopping,Credit Card,If friend story pattern laugh.,1885.82,0
01-05-2024,Subscriptions,Net Banking,Wear require.,771.41,38.57
01-05-2024,Healthcare,Credit Card,Someone ago relationship her enjoy.,1615.01,80.75
01-05-2024,Bills,UPI,Field thus response space.,1920.7,96.04
01-05-2024,Rent,Debit Card,Federal choice mention class remember.,918.19,0
02-05-2024,Subscriptions,Net Banking,Late little bit painting effect.,862.17,0
02-05-2024,Bills,Credit Card,Art commercial under structure.,1764.79,88.24
02-05-2024,Subscriptions,Cash,Religious or fast.,1267.66,0
02-05-2024,Subscriptions,UPI,Day authority piece.,1072.89,0
03-05-2024,Dining,Cash,Near different them song stay.,1381.42,0
03-05-2024,Dining,Debit Card,This free letter card my.,828.19,0
03-05-2024,Subscriptions,Cash,Edge professor.,1422.94,0
03-05-2024,Groceries,Credit Card,Threat father safe data.,886.56,44.33
03-05-2024,Healthcare,Cash,Create skin fine.,835.68,0
03-05-2024,Dining,Credit Card,Movie another marriage street.,1434.21,0
03-05-2024,Shopping,Debit Card,Describe popular amount edge.,1874.29,0
03-05-2024,Entertainment,Debit Card,Leave hope.,663.79,0
03-05-2024,Travel,UPI,Both organization.,1349.87,0
03-05-2024,Travel,Net Banking,Soon leave similar large fish.,1335.94,66.8
03-05-2024,Healthcare,Debit Card,Opportunity cause white.,1557.77,0
04-05-2024,Subscriptions,Credit Card,Art themselves those home.,1944.2,0
04-05-2024,Travel,UPI,Mean mother involve.,767.38,0
04-05-2024,Healthcare,UPI,Among section bad me.,1674.97,0
04-05-2024,Transport,Cash,Church easy left win audience.,1960.26,98.01
05-05-2024,Rent,Net Banking,Least billion herself song.,1829.37,91.47
05-05-2024,Bills,Debit Card,Teacher girl enjoy.,1017.6,50.88
05-05-2024,Healthcare,Cash,Relationship director all though.,1108.94,0
05-05-2024,Groceries,UPI,Control leader use as.,1763.31,0
05-05-2024,Subscriptions,UPI,Development able you understand.,1274.42,0
06-05-2024,Travel,Credit Card,Green price dark garden.,1315.08,0
06-05-2024,Subscriptions,Credit Card,Poor save staff charge manager.,758.24,0
06-05-2024,Travel,Cash,Must part peace buy skill.,1772.79,0
06-05-2024,Rent,Net Banking,Civil product long require box.,1929.23,96.46
06-05-2024,Entertainment,UPI,Second crime.,1406.33,70.32
06-05-2024,Groceries,Cash,All even nor deal.,976.81,0
06-05-2024,Bills,Cash,Travel push mission.,1384.95,69.25
06-05-2024,Groceries,UPI,Expect use meet couple return.,1713.13,85.66
06-05-2024,Travel,Net Banking,Nation wind year.,1862.96,0
06-05-2024,Travel,UPI,Manage cold recent.,793.49,0
06-05-2024,Transport,Cash,Sport however live everybody.,1294.4,0
06-05-2024,Healthcare,Net Banking,Sure group.,1642.79,0
07-05-2024,Groceries,UPI,Capital open court anything husband.,1613.08,0
07-05-2024,Rent,Credit Card,Ground mother someone.,1069.78,0
08-05-2024,Rent,UPI,Music return offer PM similar.,1836.3,0
08-05-2024,Entertainment,Credit Card,According success.,1429.64,0
08-05-2024,Entertainment,Cash,Course smile skill across network.,802.14,0
